channel,evidence_recall,precision,mrr,complete_recovery,top_score,score_gap,score_mean,top1_correct,referential_confidence,selected_chunk_ids,selected_chunks,candidate_chunks,source_tokens,index_bytes,scored_candidates,token_index_queries,model,dataset,example_id,chunk_tokens,routing_layer,routing_layer_offset,chunk_budget,branch_top_k,beam_size
approximate,1.0,0.25,1.0,1,1.0,0.0,0.7222188313802084,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=192:224|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=224:256|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,8,4,4
hybrid,1.0,0.25,0.5,1,0.8466796875,0.0068359375,0.7088623046875,0,0.92333984375,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=512:544|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=352:384|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=480:512|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=576:608,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,8,4,4
ngram,1.0,0.25,0.5,1,-0.75,0.0048828125,-0.9432169596354166,0,0.125,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=384:416|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=576:608|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,8,4,4
edit,1.0,0.25,1.0,1,1.0,0.0,0.7222188313802084,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=192:224|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=224:256|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,8,4,4
embedding,0.5,0.125,1.0,0,0.79833984375,0.01611328125,0.6486612955729166,1,0.899169921875,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=480:512|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=736:768|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=512:544|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=416:448|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,8,4,4
semantic,0.0,0.0,0.0,0,0.79833984375,0.0078125,0.76580810546875,0,0.899169921875,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=640:672|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,2,1,1
exact,1.0,1.0,1.0,1,1.0,0.0,0.3020833333333333,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,2,1,1
bm25,1.0,0.5,1.0,1,1.0,0.87109375,-0.4759419759114583,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=448:480,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,2,1,1
approximate,1.0,1.0,1.0,1,1.0,0.0,0.625,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,2,1,1
hybrid,0.0,0.0,0.0,0,0.87890625,0.00439453125,0.7094828287760416,0,0.939453125,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=640:672|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,2,1,1
ngram,1.0,0.5,1.0,1,-0.75,0.0537109375,-0.92547607421875,1,0.125,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,2,1,1
edit,1.0,1.0,1.0,1,1.0,0.0,0.625,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,2,1,1
embedding,1.0,0.5,1.0,1,0.873046875,0.0244140625,0.7566121419270834,1,0.9365234375,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,2,1,1
semantic,0.5,0.25,0.5,0,0.79833984375,0.0078125,0.76580810546875,0,0.899169921875,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=640:672|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,4,2,2
exact,1.0,0.5,1.0,1,1.0,0.0,0.3020833333333333,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=192:224,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,4,2,2
bm25,1.0,0.25,1.0,1,1.0,0.87109375,-0.4759419759114583,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=448:480|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=320:352|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=384:416,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,4,2,2
approximate,1.0,0.5,1.0,1,1.0,0.0,0.625,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=192:224,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,4,2,2
hybrid,1.0,0.5,0.5,1,0.87890625,0.00439453125,0.7094828287760416,0,0.939453125,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=640:672|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,4,2,2
ngram,1.0,0.5,1.0,1,-0.75,0.0537109375,-0.92547607421875,1,0.125,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=320:352,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,4,2,2
edit,1.0,0.5,1.0,1,1.0,0.0,0.625,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=192:224,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,4,2,2
embedding,1.0,0.25,1.0,1,0.873046875,0.0244140625,0.7566121419270834,1,0.9365234375,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=480:512|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=672:704|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,4,2,2
semantic,1.0,0.25,0.5,1,0.79833984375,0.0078125,0.76580810546875,0,0.899169921875,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=640:672|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=480:512|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=672:704|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=352:384,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,8,4,4
exact,1.0,0.25,1.0,1,1.0,0.0,0.3020833333333333,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=192:224|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=224:256|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=256:288|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=320:352,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,8,4,4
bm25,1.0,0.25,1.0,1,1.0,0.87109375,-0.4759419759114583,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=448:480|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=256:288|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=704:736|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=736:768|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=64:96|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=224:256|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=320:352,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,8,4,4
approximate,1.0,0.25,1.0,1,1.0,0.0,0.625,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=192:224|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=224:256|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=256:288|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=320:352,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,8,4,4
hybrid,1.0,0.25,0.5,1,0.87890625,0.00439453125,0.7094828287760416,0,0.939453125,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=640:672|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=480:512|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=352:384|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=544:576,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,8,4,4
ngram,1.0,0.5,1.0,1,-0.75,0.0537109375,-0.92547607421875,1,0.125,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=320:352|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=256:288|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=64:96,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,8,4,4
edit,1.0,0.25,1.0,1,1.0,0.0,0.625,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=192:224|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=224:256|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=256:288|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=320:352,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,8,4,4
embedding,1.0,0.25,1.0,1,0.873046875,0.0244140625,0.7566121419270834,1,0.9365234375,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=480:512|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=256:288|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=672:704|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=608:640,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,29,-1,8,4,4
semantic,0.0,0.0,0.0,0,0.75,0.015625,0.7001139322916666,0,0.875,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=640:672|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,2,1,1
exact,1.0,1.0,1.0,1,1.0,0.0,0.3020833333333333,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,2,1,1
bm25,1.0,0.5,1.0,1,1.0,0.87109375,-0.4759419759114583,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=448:480,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,2,1,1
approximate,1.0,1.0,1.0,1,1.0,0.0,0.625,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,2,1,1
hybrid,0.0,0.0,0.0,0,0.85009765625,0.01171875,0.670074462890625,0,0.925048828125,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=640:672|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,2,1,1
ngram,1.0,0.5,1.0,1,-0.75,0.0537109375,-0.92547607421875,1,0.125,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,2,1,1
edit,1.0,1.0,1.0,1,1.0,0.0,0.625,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,2,1,1
embedding,1.0,0.5,1.0,1,0.873046875,0.0244140625,0.7566121419270834,1,0.9365234375,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320,2,24,768,129016,48,2,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,2,1,1
semantic,0.0,0.0,0.0,0,0.75,0.015625,0.7001139322916666,0,0.875,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=640:672|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=576:608|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=672:704,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,4,2,2
exact,1.0,0.5,1.0,1,1.0,0.0,0.3020833333333333,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=192:224,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,4,2,2
bm25,1.0,0.25,1.0,1,1.0,0.87109375,-0.4759419759114583,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=448:480|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=320:352|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=384:416,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,4,2,2
approximate,1.0,0.5,1.0,1,1.0,0.0,0.625,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=192:224,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,4,2,2
hybrid,0.0,0.0,0.0,0,0.85009765625,0.01171875,0.670074462890625,0,0.925048828125,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=640:672|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=480:512|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=672:704,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,4,2,2
ngram,1.0,0.5,1.0,1,-0.75,0.0537109375,-0.92547607421875,1,0.125,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=320:352,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,4,2,2
edit,1.0,0.5,1.0,1,1.0,0.0,0.625,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=192:224,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,4,2,2
embedding,1.0,0.25,1.0,1,0.873046875,0.0244140625,0.7566121419270834,1,0.9365234375,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=480:512|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=672:704|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544,4,24,768,129016,72,3,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,4,2,2
semantic,0.0,0.0,0.0,0,0.75,0.015625,0.7001139322916666,0,0.875,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=640:672|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=576:608|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=480:512|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=384:416|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=672:704|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=544:576|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=608:640,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,8,4,4
exact,1.0,0.25,1.0,1,1.0,0.0,0.3020833333333333,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=192:224|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=224:256|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=256:288|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=320:352,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,8,4,4
bm25,1.0,0.25,1.0,1,1.0,0.87109375,-0.4759419759114583,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=96:128|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=448:480|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=256:288|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=704:736|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=736:768|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=64:96|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=224:256|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=320:352,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,8,4,4
approximate,1.0,0.25,1.0,1,1.0,0.0,0.625,1,1.0,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=0:32|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=128:160|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=160:192|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=192:224|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=224:256|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=256:288|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=288:320|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=320:352,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,8,4,4
hybrid,0.0,0.0,0.0,0,0.85009765625,0.01171875,0.670074462890625,0,0.925048828125,interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=640:672|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=480:512|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=512:544|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=704:736|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=608:640|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=672:704|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=544:576|interaction://hotpotqa/5addc7e35542997545bbbdbe#chunk=576:608,8,24,768,129016,120,5,smollm2_135m,hotpotqa,5addc7e35542997545bbbdbe,32,26,-4,8,4,4
